66	44	69	86	58	51	47	8	52	97	53	58	96	79	55	71	15	65	42	37	97	3	37	91	77	63	49	64	12	48	41	77	43	9	15	100	11	13	7	62	9	11	19	56	89	26	79	3	90	72	40	86	74	28	77	3	90	25	66	1	24	58	29	67	18	43	66	29	7	25	42	68	35	13	23	24	38	1	78	79	25	69	64	98	96	92	52	85	69	17	85	92	26	66	10	44	60	28	24	67	
52	65	34	38	77	8	13	66	61	91	44	85	59	60	34	55	3	86	91	71	2	76	15	80	93	76	23	52	3	98	18	6	62	3	44	91	11	56	56	71	98	52	7	9	11	40	63	13	25	5	36	79	80	50	58	24	25	32	76	28	29	45	85	42	48	28	32	10	36	40	32	85	91	38	93	1	77	7	65	54	12	100	32	43	49	89	67	26	72	94	5	100	38	89	41	37	69	25	46	4	
64	77	88	6	14	81	58	43	39	22	96	50	74	79	93	74	19	59	99	90	52	55	89	41	44	81	78	12	57	23	67	72	100	54	77	65	86	34	59	25	8	6	26	81	84	18	54	2	28	5	91	31	59	31	72	54	64	1	65	20	23	31	92	74	37	68	91	74	54	49	50	61	55	76	93	90	45	46	44	73	2	86	55	61	69	26	14	32	26	31	3	1	13	46	26	1	66	16	75	19	
17	76	31	23	3	23	12	48	20	7	72	22	93	26	34	61	4	99	44	81	29	46	81	42	92	59	94	57	74	68	75	42	96	57	64	98	79	28	97	98	34	68	71	26	94	4	38	97	3	81	29	83	27	10	76	18	20	70	26	93	89	100	35	84	8	50	34	86	77	30	35	63	98	58	88	43	13	26	39	67	58	67	50	84	28	25	53	47	94	78	92	83	29	78	18	36	27	51	73	56	
33	60	18	30	17	57	72	29	34	62	96	92	80	97	75	60	21	80	58	67	57	49	1	86	78	70	73	57	21	46	12	5	5	81	34	73	37	57	53	71	18	48	62	97	96	88	8	69	67	66	35	24	66	87	61	44	56	85	100	28	30	63	32	86	43	17	10	79	73	63	49	90	62	62	39	58	50	46	26	16	11	12	91	77	98	51	72	5	88	71	85	69	85	68	55	27	85	64	57	57	
78	58	99	40	19	89	97	68	86	22	36	97	85	26	25	34	29	96	38	16	18	74	84	54	42	90	80	78	6	36	86	83	93	36	22	64	24	70	31	10	43	18	58	27	96	82	60	24	29	50	91	98	23	26	51	16	16	82	93	73	69	31	7	14	66	81	77	90	50	59	51	93	77	8	19	24	41	31	47	21	80	89	70	54	14	20	70	81	53	14	5	73	96	12	86	62	92	62	3	41	
73	53	85	1	60	4	24	52	86	22	72	65	10	41	18	75	12	39	8	16	5	12	88	100	75	74	13	66	87	15	59	11	19	95	11	78	50	34	81	35	7	52	99	16	44	69	43	7	59	50	22	63	13	10	15	88	35	27	5	73	94	15	84	12	10	94	42	59	80	74	94	86	26	92	54	21	12	48	28	71	49	1	85	61	62	99	100	96	78	57	69	23	71	52	34	80	97	27	39	76	
1	84	14	78	27	67	50	39	14	77	9	14	30	93	74	91	44	26	87	73	82	7	95	52	10	80	84	6	7	74	34	59	57	47	36	83	65	85	73	30	14	33	43	43	78	68	33	21	45	71	93	26	29	87	78	90	66	13	48	24	86	81	82	42	79	69	76	95	54	49	76	19	33	70	61	10	37	45	30	82	68	74	59	48	12	88	38	30	100	85	53	85	17	35	78	95	3	6	41	8	
6	16	26	38	37	38	48	73	83	29	6	2	3	17	49	66	4	38	95	56	22	48	92	38	34	70	84	88	27	76	96	32	43	73	69	79	11	68	4	45	97	61	98	51	77	46	16	33	36	63	88	57	10	79	47	43	100	82	82	78	10	77	9	52	2	78	31	12	97	86	8	93	46	5	95	75	2	63	7	37	25	46	46	86	76	44	80	28	25	61	5	86	90	14	38	91	43	20	54	39	
5	61	84	2	65	30	76	18	44	34	55	68	79	52	5	7	95	84	34	71	97	90	57	86	3	46	76	97	65	81	88	21	41	23	22	57	52	50	74	48	83	28	15	14	79	72	72	25	55	5	96	3	94	52	88	49	49	15	97	13	95	84	85	87	6	58	43	10	59	17	57	94	96	23	7	75	94	30	99	1	34	46	3	79	49	43	79	97	9	76	61	56	11	45	42	17	3	85	78	61	
53	34	54	48	8	12	74	54	41	25	54	26	70	8	57	19	2	87	15	63	62	76	18	25	72	11	41	26	47	70	39	99	55	44	99	62	56	72	15	48	96	20	26	66	80	34	36	81	20	2	95	34	29	64	58	1	75	50	26	73	19	64	24	73	8	22	86	15	93	1	14	41	72	91	58	51	24	45	84	96	46	78	29	75	42	38	27	68	87	52	40	5	68	15	29	27	36	14	93	81	
66	58	73	90	49	30	40	24	74	23	19	19	53	99	45	94	36	71	13	74	75	4	78	94	19	58	20	6	24	64	86	41	21	58	30	69	39	70	45	12	44	15	83	96	14	79	41	1	2	5	75	76	9	4	69	79	14	40	84	37	3	22	77	75	31	59	44	70	80	40	33	23	54	67	71	19	46	63	20	47	68	46	74	28	49	94	6	62	85	89	50	87	10	27	13	41	37	56	62	16	
47	94	38	1	61	60	71	58	75	90	4	42	35	29	21	36	22	26	97	58	66	47	96	28	25	8	20	61	16	81	28	62	74	17	14	86	77	85	43	51	26	98	44	13	26	64	48	99	41	96	56	6	94	51	85	70	59	4	82	74	84	9	87	10	26	1	95	2	37	38	4	62	87	47	26	13	62	25	63	54	21	19	59	66	21	96	36	31	99	17	4	83	26	43	92	3	43	38	4	31	
27	59	44	14	57	70	78	18	94	40	23	66	10	81	32	31	28	19	61	27	35	17	9	12	59	52	14	53	41	69	35	68	27	78	81	83	47	10	52	93	49	74	10	59	7	41	41	34	59	53	60	46	21	20	57	31	23	23	83	64	91	17	31	70	47	63	52	93	72	56	37	72	81	47	82	39	39	74	73	50	27	84	95	47	56	3	78	78	25	12	93	68	81	75	37	27	37	40	71	60	
47	8	84	28	54	65	66	92	39	90	41	17	74	87	15	81	90	92	10	66	56	3	85	36	77	21	62	66	13	32	25	59	91	8	86	44	25	4	88	15	93	28	31	18	67	45	98	8	89	8	73	44	62	10	31	38	82	44	3	94	75	80	53	66	39	90	61	63	93	48	77	38	28	59	55	94	56	5	1	96	64	25	39	25	34	21	14	16	64	17	61	90	96	65	7	86	7	68	49	99	
67	77	88	46	88	43	39	43	99	91	90	62	16	28	38	1	100	51	68	63	67	29	52	14	45	59	100	51	78	100	2	96	28	89	42	15	83	80	9	81	23	98	94	90	77	31	90	76	82	10	90	100	90	94	66	34	52	17	85	81	16	86	76	95	26	69	10	9	1	70	41	23	68	87	12	96	17	53	24	50	62	13	2	51	6	67	85	9	83	21	41	50	58	69	44	35	37	5	43	37	
75	36	59	94	22	22	41	90	75	64	40	36	29	41	39	86	59	23	95	93	95	87	42	4	55	37	38	92	42	81	80	68	68	39	61	41	12	53	30	86	17	21	74	97	13	12	82	71	86	76	15	80	63	56	83	69	45	20	60	86	52	40	5	71	30	17	11	93	69	93	79	85	13	52	81	78	63	15	100	100	90	15	79	4	22	13	73	66	32	84	3	36	75	7	6	56	23	17	49	92	
9	79	28	73	30	61	2	44	75	2	43	16	16	73	72	89	85	96	55	68	31	57	55	58	16	61	13	38	29	13	81	89	91	61	13	72	73	15	67	99	16	61	66	83	33	89	71	69	84	25	89	67	34	43	24	49	55	88	38	83	1	71	23	43	83	36	15	7	50	33	5	65	94	22	99	78	11	69	99	46	46	87	64	79	81	87	79	88	27	68	70	27	38	93	21	72	80	35	78	29	
20	34	45	13	56	43	90	18	11	40	15	56	78	79	86	59	17	16	46	43	84	67	21	21	11	42	45	90	28	22	18	47	56	62	11	63	56	1	32	67	92	46	74	70	76	12	28	93	27	25	87	10	91	8	83	54	1	27	43	80	100	13	27	7	74	89	69	82	41	52	48	33	50	73	2	25	84	81	69	63	5	56	72	47	15	6	100	15	32	95	94	32	7	72	38	32	61	59	13	53	
62	12	85	11	85	86	88	20	66	56	82	70	63	6	69	77	11	68	43	95	62	89	78	68	12	15	52	24	25	64	77	39	76	61	49	60	47	88	31	64	44	65	34	58	70	54	35	32	21	29	26	35	17	3	54	29	70	5	52	46	69	28	84	96	89	85	7	87	72	37	50	67	1	35	25	22	88	11	54	61	39	79	47	56	34	52	36	3	57	87	48	77	67	32	72	7	16	78	93	39	
66	94	6	67	81	30	40	20	40	93	80	30	24	78	85	57	30	20	59	38	59	58	14	25	89	37	31	56	66	75	95	31	20	52	49	100	33	89	20	24	81	51	53	56	29	90	12	10	61	70	47	19	80	12	95	68	48	77	76	13	51	22	95	71	25	44	22	57	84	41	80	16	92	84	72	72	73	83	81	34	5	79	52	84	90	47	3	89	23	78	53	26	51	47	48	75	42	69	31	25	
10	62	41	53	46	12	76	18	94	8	51	50	86	55	33	75	53	36	63	27	65	15	4	16	13	51	42	55	20	25	79	81	86	19	85	31	82	60	49	28	19	51	77	4	57	10	78	9	97	92	88	13	58	91	80	22	42	22	76	13	46	7	45	31	77	81	14	59	92	14	86	10	16	62	13	73	23	42	33	19	85	20	32	94	11	63	15	4	84	91	68	81	49	12	64	25	92	77	83	35	
90	68	44	57	82	8	29	4	49	62	75	85	33	58	78	95	20	92	98	4	34	65	36	82	28	99	7	71	75	41	5	16	61	100	73	42	7	53	45	7	66	71	91	99	28	68	93	48	12	43	3	45	59	38	79	87	37	37	57	63	77	14	31	89	13	55	30	20	7	27	78	25	97	69	23	25	36	67	24	99	9	26	44	68	63	74	6	51	62	62	66	38	27	96	27	92	50	8	63	8	
34	40	32	31	8	6	7	96	73	30	94	33	7	89	100	21	62	5	72	23	19	37	13	97	84	91	88	85	98	50	92	84	90	24	66	49	29	72	44	53	53	38	86	59	26	37	79	40	94	2	62	64	90	26	60	73	68	100	9	66	49	1	1	90	76	66	91	56	89	34	9	41	23	46	51	49	82	29	40	75	83	53	90	72	79	50	97	46	49	5	63	49	57	63	91	32	80	81	40	68	
14	100	60	37	45	10	37	78	91	76	5	73	28	94	44	58	43	92	56	43	97	18	92	53	33	34	37	64	14	76	32	27	75	43	15	71	53	3	48	43	78	4	67	58	98	62	15	92	54	22	35	2	40	78	54	24	11	42	87	24	17	70	2	43	65	69	65	17	71	13	11	1	16	77	58	65	90	24	57	43	46	43	44	37	20	50	12	82	91	50	57	60	20	10	54	84	78	19	52	1	
83	14	1	50	42	10	15	31	33	23	74	30	65	69	18	36	70	29	69	13	79	77	24	50	86	77	85	16	47	36	16	81	49	68	31	42	77	97	72	61	71	97	91	35	66	8	22	87	37	90	99	67	66	22	16	3	51	100	18	97	87	85	78	87	52	60	28	28	8	51	89	78	48	31	12	65	90	85	51	26	26	50	44	43	23	59	45	73	10	15	70	96	99	99	34	3	10	61	30	17	
12	70	94	11	100	57	75	90	41	25	67	66	26	63	60	49	73	4	21	83	70	42	30	21	92	16	23	1	28	52	17	91	74	10	1	25	18	75	66	58	52	85	75	29	47	34	29	19	90	2	53	59	95	83	79	87	98	53	39	77	5	56	68	30	17	68	54	87	95	20	44	98	4	71	26	50	4	7	20	45	8	73	56	2	7	86	40	56	39	79	32	43	86	99	24	54	19	77	40	13	
96	36	10	51	6	87	52	61	45	24	6	52	96	61	6	54	46	97	9	84	27	92	78	64	43	1	70	61	30	61	73	77	96	34	28	53	72	31	66	17	54	71	20	1	83	77	54	80	74	14	16	52	6	45	16	48	46	85	60	27	45	32	3	93	17	82	45	88	13	10	56	18	32	28	19	66	4	24	46	29	38	13	81	95	57	48	94	54	32	53	80	28	36	83	20	52	16	17	91	80	
78	99	98	62	26	68	27	29	91	24	58	28	36	90	74	93	37	67	46	20	71	26	47	6	60	19	9	27	87	52	7	64	50	4	77	75	71	56	55	13	79	64	93	67	5	66	59	41	85	56	60	55	33	59	13	92	77	21	19	63	72	77	78	73	80	7	99	2	62	6	66	92	69	58	58	74	24	16	66	60	24	78	14	56	36	26	100	12	99	70	26	22	46	55	47	77	13	45	78	74	
2	43	66	71	53	23	96	28	91	13	87	14	90	52	69	25	30	68	88	28	37	65	1	34	72	47	10	84	44	87	58	45	82	75	67	34	97	14	13	39	27	99	4	16	50	73	41	79	92	80	58	81	45	59	14	16	57	24	99	100	62	8	45	95	82	11	80	31	25	92	21	51	90	25	18	92	49	10	22	40	90	80	72	86	90	38	53	46	61	51	46	74	11	42	69	44	52	100	74	28	
92	47	30	33	71	48	76	19	9	98	10	98	29	34	35	70	71	87	15	83	90	12	56	100	53	76	43	57	76	69	36	19	67	18	51	37	65	27	7	25	76	68	75	4	1	9	73	71	96	39	53	37	3	61	36	55	88	30	63	15	50	51	85	16	68	88	4	84	66	10	8	41	30	82	96	30	91	20	1	38	58	5	74	60	17	61	67	57	42	81	71	92	31	8	59	98	95	63	81	60	
24	41	100	53	22	95	35	64	66	87	1	23	43	26	35	60	86	53	68	28	33	90	71	64	97	29	13	91	43	46	50	19	86	49	23	7	95	57	23	60	95	75	35	38	1	21	49	86	73	16	65	5	5	35	20	2	64	33	92	58	78	94	28	15	94	51	73	89	59	95	100	54	70	86	91	70	6	91	7	78	6	72	83	10	6	2	63	21	86	7	31	15	100	58	29	93	60	2	33	19	
96	85	24	17	70	66	38	76	56	45	5	61	16	87	22	73	41	85	46	78	43	28	93	42	85	21	34	45	74	19	15	70	3	38	38	72	55	76	99	10	20	4	22	87	42	43	11	34	79	8	12	21	35	4	14	72	76	100	16	50	18	82	71	20	71	8	91	25	83	90	34	54	45	55	92	86	49	55	20	80	62	31	100	49	86	66	20	61	65	87	10	82	68	80	1	38	40	43	14	74	
84	99	28	28	53	71	14	53	25	85	32	39	67	84	87	52	49	6	64	13	92	26	46	11	5	46	48	96	40	13	70	24	11	49	51	15	19	16	67	44	100	51	34	66	34	20	69	34	25	33	46	16	58	43	26	14	40	25	62	79	89	31	2	99	79	5	13	97	20	31	92	20	81	77	37	14	96	6	47	20	90	44	87	99	38	64	64	77	40	25	56	28	7	9	26	85	13	90	34	33	
21	77	4	53	54	92	67	49	49	65	21	38	61	7	88	98	23	52	75	62	28	82	90	35	42	67	71	55	9	4	39	81	33	94	33	86	85	51	86	34	68	6	23	28	65	11	77	39	14	3	100	93	84	41	27	26	60	50	32	20	53	22	100	85	15	32	22	51	83	60	36	2	17	59	29	33	21	5	71	34	8	23	78	43	15	57	20	26	6	51	45	58	24	44	95	90	76	68	41	10	
27	76	11	96	86	91	28	6	47	99	91	6	73	69	49	87	25	68	13	30	71	9	39	46	53	85	36	80	5	28	41	83	55	3	78	41	93	6	98	91	56	89	97	28	9	45	66	85	64	30	66	86	39	56	84	43	41	19	74	97	46	14	79	100	16	9	92	60	14	90	50	21	78	98	100	38	42	17	22	58	99	87	95	37	94	78	31	86	48	4	82	93	17	13	45	84	21	36	95	34	
77	44	6	6	94	5	43	35	73	16	44	71	54	91	59	48	20	89	33	68	44	15	12	60	27	56	95	99	44	89	84	72	85	89	78	78	45	72	64	17	88	60	88	41	2	46	40	21	35	73	88	78	39	100	90	17	7	36	15	50	77	98	22	61	38	51	90	82	22	5	50	9	16	37	2	17	83	41	38	69	65	25	98	55	24	39	71	31	75	37	32	3	86	5	15	23	7	4	56	29	
60	6	89	76	94	42	92	76	83	29	96	99	6	46	54	81	84	24	63	10	13	47	12	98	51	26	73	10	81	28	38	93	33	26	68	27	68	11	54	2	92	2	52	97	47	5	29	82	81	92	44	93	90	7	90	92	85	62	1	17	42	38	9	26	16	28	4	35	39	10	88	30	11	39	78	9	44	58	42	76	1	37	68	90	44	9	82	80	23	82	96	64	20	5	89	87	84	45	73	22	
54	60	3	64	98	32	24	93	90	17	68	42	54	87	32	97	96	13	28	18	94	23	33	65	79	73	3	63	17	75	36	70	34	39	85	84	22	60	76	63	77	96	5	30	82	36	78	77	100	5	46	45	79	30	62	58	3	64	72	19	39	7	41	24	97	77	7	71	37	35	33	13	82	89	94	63	24	23	92	75	27	89	20	57	19	81	66	21	96	37	91	34	96	83	10	92	60	68	62	96	
2	47	60	83	35	53	98	11	75	89	85	53	29	56	9	47	36	75	19	84	63	62	17	58	44	78	2	3	46	15	50	99	61	9	34	48	61	31	58	35	71	94	87	99	50	48	98	37	22	16	20	84	77	89	94	73	18	95	75	63	9	77	14	70	85	47	17	46	29	26	32	99	19	71	49	20	18	46	9	91	14	80	26	42	20	71	14	38	65	41	100	74	17	65	95	1	11	63	98	39	
88	82	89	58	52	38	30	21	35	90	63	48	69	88	42	89	59	55	26	75	47	77	48	63	42	94	16	4	56	65	95	95	46	83	5	97	72	86	69	7	75	31	6	95	71	47	83	81	54	60	55	100	89	55	15	82	100	82	85	56	46	79	2	92	14	58	40	85	95	9	43	69	91	49	64	61	47	98	41	100	10	48	100	50	54	14	31	53	95	67	60	92	98	62	35	63	71	75	47	66	
35	90	86	77	90	1	38	36	99	30	88	60	29	87	9	82	52	91	35	98	57	94	89	6	7	24	68	30	50	67	95	36	8	80	12	97	33	1	84	83	31	71	42	11	9	2	93	12	92	79	9	100	72	50	6	31	25	25	60	26	91	6	61	50	37	24	46	69	25	82	51	7	4	92	17	13	45	9	24	36	87	85	36	11	34	93	93	10	69	4	35	12	9	95	61	45	18	59	14	94	
92	64	100	95	8	17	59	52	77	35	40	16	19	27	78	4	71	70	13	39	73	47	50	33	93	63	77	62	21	90	56	12	6	7	58	65	23	17	68	100	51	59	67	69	85	44	24	55	65	36	94	37	34	95	69	26	57	97	87	29	39	94	92	96	1	50	60	75	66	79	74	68	38	92	88	22	35	11	29	99	46	74	87	79	68	7	56	77	4	94	57	42	88	49	37	40	98	48	14	15	
26	40	82	15	31	69	89	66	31	17	16	28	42	3	6	61	9	13	37	12	6	46	5	45	94	41	84	43	40	98	57	66	89	90	32	19	10	72	36	40	40	52	67	81	6	24	42	14	36	30	78	93	75	82	38	20	75	21	62	14	70	70	31	58	11	63	29	20	34	16	11	26	19	29	6	24	4	47	90	91	29	67	84	3	100	21	23	74	93	36	40	63	6	70	72	68	84	100	88	70	
16	50	95	34	79	100	10	34	99	99	25	27	17	8	81	68	80	55	94	72	91	33	34	48	2	6	67	86	57	54	55	24	56	49	10	86	100	19	19	98	69	43	76	37	2	57	56	81	63	49	53	5	81	38	4	83	95	71	20	52	76	74	27	31	74	36	16	73	6	35	71	26	29	98	62	31	54	18	63	69	66	67	73	99	5	77	33	51	47	52	2	22	25	81	53	98	16	20	22	22	
54	44	99	35	42	61	65	95	30	79	63	47	46	88	45	2	64	77	52	62	80	6	35	4	86	39	53	53	59	75	26	64	18	25	98	11	37	14	6	66	93	20	64	90	59	9	91	22	37	94	35	17	99	70	72	36	8	77	89	18	3	66	82	72	90	79	83	26	93	40	43	37	11	7	26	70	67	68	43	3	61	78	71	12	99	95	47	58	71	87	76	25	53	57	96	94	87	78	20	31	
69	62	67	80	20	44	49	86	11	43	41	24	72	63	35	70	57	33	28	79	20	55	3	24	11	99	69	49	28	40	32	97	2	50	28	73	94	28	59	56	70	51	79	42	13	13	11	70	46	90	100	17	44	3	92	6	53	60	7	80	100	38	28	53	87	55	77	80	82	35	88	52	85	66	45	50	31	7	19	28	97	18	44	92	72	87	98	24	98	56	4	49	93	31	53	79	38	30	11	19	
64	98	22	1	63	66	50	93	73	20	20	21	89	15	12	61	53	61	84	51	16	39	99	8	22	52	87	59	33	49	29	48	46	51	48	60	68	49	53	40	20	24	60	9	91	72	21	43	84	56	45	100	95	96	59	68	99	97	78	31	45	6	78	90	8	78	50	76	26	54	15	98	29	27	6	19	50	78	14	33	33	58	32	79	5	43	46	3	39	75	85	84	81	63	25	88	92	74	63	17	
79	30	66	8	56	71	78	5	100	91	37	33	1	21	63	5	63	61	60	1	35	44	36	15	58	61	55	49	86	17	18	65	46	83	24	53	6	1	57	5	92	46	37	92	18	100	48	80	60	7	32	46	3	20	61	60	80	15	9	17	83	26	81	81	8	4	33	13	5	42	18	48	87	6	91	4	57	38	35	68	97	18	14	99	37	26	58	68	92	18	85	74	43	17	6	3	21	39	15	77	
32	84	76	70	42	66	25	98	55	59	18	3	28	31	1	17	8	11	84	99	28	68	72	23	85	78	25	57	68	91	85	51	27	60	20	68	77	44	65	31	54	34	34	81	64	86	97	23	48	81	21	28	100	45	2	36	74	26	44	41	68	28	43	94	39	62	13	15	5	30	46	58	63	31	90	79	68	87	1	68	19	22	95	70	66	96	58	39	73	1	31	92	81	73	86	19	86	98	34	90	
27	31	99	42	61	40	20	80	78	20	47	48	41	93	18	58	88	27	48	12	27	78	56	7	2	93	78	87	42	11	28	21	93	26	62	53	66	81	84	43	52	31	91	45	23	60	2	63	86	50	26	64	79	81	23	81	73	100	67	15	62	95	35	54	72	48	58	89	28	41	84	79	23	74	75	98	85	77	12	22	78	37	85	56	70	59	36	94	10	55	8	71	49	94	76	72	93	33	61	20	
26	44	51	48	69	25	45	53	53	56	26	30	45	62	86	14	21	73	7	30	27	67	1	27	12	28	99	5	61	59	76	86	54	78	85	22	55	82	26	59	89	51	89	85	12	26	98	32	50	57	14	29	75	66	55	38	93	5	94	53	15	22	90	68	99	27	41	5	60	66	64	48	16	4	33	80	81	82	63	30	90	76	58	64	41	65	54	86	21	47	38	36	68	80	55	19	58	96	23	17	
61	38	16	29	93	100	8	73	34	22	55	23	98	64	39	90	28	92	75	1	90	65	88	58	96	42	76	5	37	50	21	50	40	88	30	32	88	89	57	73	10	11	95	59	74	33	49	54	76	75	6	66	39	93	75	86	34	2	90	23	51	62	24	42	50	53	26	89	41	82	61	2	92	7	61	17	92	61	22	67	87	27	84	78	19	58	63	5	11	5	27	62	66	50	55	67	54	80	55	46	
61	67	99	4	26	11	73	17	71	46	35	10	73	71	87	43	80	1	47	91	5	25	4	71	26	58	37	79	38	44	76	50	62	75	6	87	85	78	55	8	75	90	17	47	12	55	42	91	55	40	81	60	65	84	30	90	42	18	21	31	13	96	32	27	22	37	13	7	66	20	66	41	9	82	39	20	36	80	62	42	20	43	1	36	26	82	77	19	52	49	1	64	45	33	90	18	69	55	24	87	
